,tweet_text,label,cleaned_tweet,tokens,stopwords_tokens,stemmed_tokens,lemmatized_tokens
510,"@natashaloder As scandalous as French / German leaders dismissing #OxfordAstraZeneca as EEquasi ineffectiveEE

Epistemically misplaced to make such a declaration and politically unaccountable for damage caused, unfortunately @tom_nuttall",0," as scandalous as french  german leaders dismissing  as eequasi ineffectiveee

epistemically misplaced to make such a declaration and politically unaccountable for damage caused unfortunately ","['as', 'scandalous', 'as', 'french', 'german', 'leaders', 'dismissing', 'as', 'eequasi', 'ineffectiveee', 'epistemically', 'misplaced', 'to', 'make', 'such', 'a', 'declaration', 'and', 'politically', 'unaccountable', 'for', 'damage', 'caused', 'unfortunately']","['scandalous', 'french', 'german', 'leaders', 'dismissing', 'eequasi', 'ineffectiveee', 'epistemically', 'misplaced', 'make', 'declaration', 'politically', 'unaccountable', 'damage', 'caused', 'unfortunately']","['scandal', 'french', 'german', 'leader', 'dismiss', 'eequasi', 'ineffectivee', 'epistem', 'misplac', 'make', 'declar', 'polit', 'unaccount', 'damag', 'caus', 'unfortun']","['scandalous', 'french', 'german', 'leader', 'dismissing', 'eequasi', 'ineffectiveee', 'epistemically', 'misplaced', 'make', 'declaration', 'politically', 'unaccountable', 'damage', 'caused', 'unfortunately']"
511,"A year after WHO declared Covid-19 a global pandemic, we were extremely grateful and humbled today to receive our 1st #OxfordAstraZeneca #CovidVaccine dose.

Roll-out on #StHelena started last week.

Seeing islanders receive this protection has been simply brilliant. 
#wtsdn https://t.co/vloaFsRjTO",1,"a year after who declared covid a global pandemic we were extremely grateful and humbled today to receive our st   dose

rollout on  started last week

seeing islanders receive this protection has been simply brilliant 
 ","['a', 'year', 'after', 'who', 'declared', 'covid', 'a', 'global', 'pandemic', 'we', 'were', 'extremely', 'grateful', 'and', 'humbled', 'today', 'to', 'receive', 'our', 'st', 'dose', 'rollout', 'on', 'started', 'last', 'week', 'seeing', 'islanders', 'receive', 'this', 'protection', 'has', 'been', 'simply', 'brilliant']","['year', 'declared', 'covid', 'global', 'pandemic', 'extremely', 'grateful', 'humbled', 'today', 'receive', 'st', 'dose', 'rollout', 'started', 'last', 'week', 'seeing', 'islanders', 'receive', 'protection', 'simply', 'brilliant']","['year', 'declar', 'covid', 'global', 'pandem', 'extrem', 'grate', 'humbl', 'today', 'receiv', 'st', 'dose', 'rollout', 'start', 'last', 'week', 'see', 'island', 'receiv', 'protect', 'simpli', 'brilliant']","['year', 'declared', 'covid', 'global', 'pandemic', 'extremely', 'grateful', 'humbled', 'today', 'receive', 'st', 'dose', 'rollout', 'started', 'last', 'week', 'seeing', 'islander', 'receive', 'protection', 'simply', 'brilliant']"
512,"VERY IMPORTANT MESSAGE

Many people got infected with #coronavirus after getting #Covaxin 

The sudden jump can be attributed to covaxin 

Govt shud withdraw covaxin ASAP 

@ArvindKejriwal @smitaprakash @srivatsayb @svaradarajan @ICMRDELHI @candinam",0,"very important message

many people got infected with  after getting  

the sudden jump can be attributed to covaxin 

govt shud withdraw covaxin asap 

     ","['very', 'important', 'message', 'many', 'people', 'got', 'infected', 'with', 'after', 'getting', 'the', 'sudden', 'jump', 'can', 'be', 'attributed', 'to', 'covaxin', 'govt', 'shud', 'withdraw', 'covaxin', 'asap']","['important', 'message', 'many', 'people', 'got', 'infected', 'getting', 'sudden', 'jump', 'attributed', 'covaxin', 'govt', 'shud', 'withdraw', 'covaxin', 'asap']","['import', 'messag', 'mani', 'peopl', 'got', 'infect', 'get', 'sudden', 'jump', 'attribut', 'covaxin', 'govt', 'shud', 'withdraw', 'covaxin', 'asap']","['important', 'message', 'many', 'people', 'got', 'infected', 'getting', 'sudden', 'jump', 'attributed', 'covaxin', 'govt', 'shud', 'withdraw', 'covaxin', 'asap']"
513,#European Commissioner Thierry Breton said that the #EU does not need the #SputnikV vaccine from #Russia. https://t.co/NQd77exk4h,0, commissioner thierry breton said that the  does not need the  vaccine from  ,"['commissioner', 'thierry', 'breton', 'said', 'that', 'the', 'does', 'not', 'need', 'the', 'vaccine', 'from']","['commissioner', 'thierry', 'breton', 'said', 'need', 'vaccine']","['commission', 'thierri', 'breton', 'said', 'need', 'vaccin']","['commissioner', 'thierry', 'breton', 'said', 'need', 'vaccine']"
514,Really want to thank @DollyParton because she made #Moderna possible for so many! Thank you so much! I loved you then and I love you even more now!! ?  #becauseScience #Formylovedones #Grateful #Trust,1,really want to thank  because she made  possible for so many thank you so much i loved you then and i love you even more now      ,"['really', 'want', 'to', 'thank', 'because', 'she', 'made', 'possible', 'for', 'so', 'many', 'thank', 'you', 'so', 'much', 'i', 'loved', 'you', 'then', 'and', 'i', 'love', 'you', 'even', 'more', 'now']","['really', 'want', 'thank', 'made', 'possible', 'many', 'thank', 'much', 'loved', 'love', 'even']","['realli', 'want', 'thank', 'made', 'possibl', 'mani', 'thank', 'much', 'love', 'love', 'even']","['really', 'want', 'thank', 'made', 'possible', 'many', 'thank', 'much', 'loved', 'love', 'even']"
515,Got second dose! Thanks #Science #Moderna and everyone who made it possible. #mRNA,1,got second dose thanks   and everyone who made it possible ,"['got', 'second', 'dose', 'thanks', 'and', 'everyone', 'who', 'made', 'it', 'possible']","['got', 'second', 'dose', 'thanks', 'everyone', 'made', 'possible']","['got', 'second', 'dose', 'thank', 'everyon', 'made', 'possibl']","['got', 'second', 'dose', 'thanks', 'everyone', 'made', 'possible']"
516,"Second dose done!
#GetVaccinated #Moderna https://t.co/SDQXTeIXD5",1,"second dose done
  ","['second', 'dose', 'done']","['second', 'dose', 'done']","['second', 'dose', 'done']","['second', 'dose', 'done']"
517,"@nikkifried @GovRonDeSantis Yes, everybody should be able to be experimented with and hacked.... Consider this: #mRNA #vaccines alter your genetic code. EEWe are actually hacking the software of life,EE says Dr. Tal Zaks, the chief medical officer at #Moderna. READ: https://t.co/sN6AxB5dL1",0,  yes everybody should be able to be experimented with and hacked consider this   alter your genetic code eewe are actually hacking the software of lifeee says dr tal zaks the chief medical officer at  read ,"['yes', 'everybody', 'should', 'be', 'able', 'to', 'be', 'experimented', 'with', 'and', 'hacked', 'consider', 'this', 'alter', 'your', 'genetic', 'code', 'eewe', 'are', 'actually', 'hacking', 'the', 'software', 'of', 'lifeee', 'says', 'dr', 'tal', 'zaks', 'the', 'chief', 'medical', 'officer', 'at', 'read']","['yes', 'everybody', 'able', 'experimented', 'hacked', 'consider', 'alter', 'genetic', 'code', 'eewe', 'actually', 'hacking', 'software', 'lifeee', 'says', 'dr', 'tal', 'zaks', 'chief', 'medical', 'officer', 'read']","['ye', 'everybodi', 'abl', 'experi', 'hack', 'consid', 'alter', 'genet', 'code', 'eew', 'actual', 'hack', 'softwar', 'lifee', 'say', 'dr', 'tal', 'zak', 'chief', 'medic', 'offic', 'read']","['yes', 'everybody', 'able', 'experimented', 'hacked', 'consider', 'alter', 'genetic', 'code', 'eewe', 'actually', 'hacking', 'software', 'lifeee', 'say', 'dr', 'tal', 'zaks', 'chief', 'medical', 'officer', 'read']"
518,"Uff, breath out, guys. Ugur Sahin, boss of Biontech, THE man behind #PfizerBioNTech vaccine (read - #CaptainVaccinator), is sure that the medicine will be effective also against new mutation of #COVID - #UKVirus  In this century there has never been a more unifying hope than this https://t.co/5UYlmJVPIm",1,uff breath out guys ugur sahin boss of biontech the man behind  vaccine read   is sure that the medicine will be effective also against new mutation of     in this century there has never been a more unifying hope than this ,"['uff', 'breath', 'out', 'guys', 'ugur', 'sahin', 'boss', 'of', 'biontech', 'the', 'man', 'behind', 'vaccine', 'read', 'is', 'sure', 'that', 'the', 'medicine', 'will', 'be', 'effective', 'also', 'against', 'new', 'mutation', 'of', 'in', 'this', 'century', 'there', 'has', 'never', 'been', 'a', 'more', 'unifying', 'hope', 'than', 'this']","['uff', 'breath', 'guys', 'ugur', 'sahin', 'boss', 'biontech', 'man', 'behind', 'vaccine', 'read', 'sure', 'medicine', 'effective', 'also', 'new', 'mutation', 'century', 'never', 'unifying', 'hope']","['uff', 'breath', 'guy', 'ugur', 'sahin', 'boss', 'biontech', 'man', 'behind', 'vaccin', 'read', 'sure', 'medicin', 'effect', 'also', 'new', 'mutat', 'centuri', 'never', 'unifi', 'hope']","['uff', 'breath', 'guy', 'ugur', 'sahin', 'bos', 'biontech', 'man', 'behind', 'vaccine', 'read', 'sure', 'medicine', 'effective', 'also', 'new', 'mutation', 'century', 'never', 'unifying', 'hope']"
519,LetEEs get this vaccine done honey! #vaccine #Pfizer #COVAX #CovidVaccine #PfizerBioNTech https://t.co/vKVJFM9tUG,1,letees get this vaccine done honey      ,"['letees', 'get', 'this', 'vaccine', 'done', 'honey']","['letees', 'get', 'vaccine', 'done', 'honey']","['lete', 'get', 'vaccin', 'done', 'honey']","['letees', 'get', 'vaccine', 'done', 'honey']"
520,"After the first dose of #Covaxin my mother is feeling body ache, headache, feverish etc for last 2 days....(19th she took the first jab)

Do see need to take any medecine ???

@MoHFW_INDIA @HFWOdisha @nabadasjsg @IPR_Odisha",0,"after the first dose of  my mother is feeling body ache headache feverish etc for last  daysth she took the first jab

do see need to take any medecine 

   ","['after', 'the', 'first', 'dose', 'of', 'my', 'mother', 'is', 'feeling', 'body', 'ache', 'headache', 'feverish', 'etc', 'for', 'last', 'daysth', 'she', 'took', 'the', 'first', 'jab', 'do', 'see', 'need', 'to', 'take', 'any', 'medecine']","['first', 'dose', 'mother', 'feeling', 'body', 'ache', 'headache', 'feverish', 'etc', 'last', 'daysth', 'took', 'first', 'jab', 'see', 'need', 'take', 'medecine']","['first', 'dose', 'mother', 'feel', 'bodi', 'ach', 'headach', 'feverish', 'etc', 'last', 'daysth', 'took', 'first', 'jab', 'see', 'need', 'take', 'medecin']","['first', 'dose', 'mother', 'feeling', 'body', 'ache', 'headache', 'feverish', 'etc', 'last', 'daysth', 'took', 'first', 'jab', 'see', 'need', 'take', 'medecine']"
521,#HongKong Registers one more death of an elderly patient who had received #Sinovac.  https://t.co/6sUkoh8K5T,0, registers one more death of an elderly patient who had received   ,"['registers', 'one', 'more', 'death', 'of', 'an', 'elderly', 'patient', 'who', 'had', 'received']","['registers', 'one', 'death', 'elderly', 'patient', 'received']","['regist', 'one', 'death', 'elderli', 'patient', 'receiv']","['register', 'one', 'death', 'elderly', 'patient', 'received']"
522,SO... anyone have their injection site get sore -for a SECOND TIME ?  I had my shot 10 days ago &amp; arm was only sore for two. Now itEEs back ??? Trying not to worry ! #Moderna,0,so anyone have their injection site get sore for a second time   i had my shot  days ago amp arm was only sore for two now itees back  trying not to worry  ,"['so', 'anyone', 'have', 'their', 'injection', 'site', 'get', 'sore', 'for', 'a', 'second', 'time', 'i', 'had', 'my', 'shot', 'days', 'ago', 'amp', 'arm', 'was', 'only', 'sore', 'for', 'two', 'now', 'itees', 'back', 'trying', 'not', 'to', 'worry']","['anyone', 'injection', 'site', 'get', 'sore', 'second', 'time', 'shot', 'days', 'ago', 'amp', 'arm', 'sore', 'two', 'itees', 'back', 'trying', 'worry']","['anyon', 'inject', 'site', 'get', 'sore', 'second', 'time', 'shot', 'day', 'ago', 'amp', 'arm', 'sore', 'two', 'ite', 'back', 'tri', 'worri']","['anyone', 'injection', 'site', 'get', 'sore', 'second', 'time', 'shot', 'day', 'ago', 'amp', 'arm', 'sore', 'two', 'itees', 'back', 'trying', 'worry']"
523,#2 on Monday. DidnEEt get sick but it did completely wipe me out yesterday. I slept after I finished a deadline in the afternoon. Hoping to be back to normal today. Still worth it obviously #moderna https://t.co/ameYLODdei,1, on monday didneet get sick but it did completely wipe me out yesterday i slept after i finished a deadline in the afternoon hoping to be back to normal today still worth it obviously  ,"['on', 'monday', 'didneet', 'get', 'sick', 'but', 'it', 'did', 'completely', 'wipe', 'me', 'out', 'yesterday', 'i', 'slept', 'after', 'i', 'finished', 'a', 'deadline', 'in', 'the', 'afternoon', 'hoping', 'to', 'be', 'back', 'to', 'normal', 'today', 'still', 'worth', 'it', 'obviously']","['monday', 'didneet', 'get', 'sick', 'completely', 'wipe', 'yesterday', 'slept', 'finished', 'deadline', 'afternoon', 'hoping', 'back', 'normal', 'today', 'still', 'worth', 'obviously']","['monday', 'didneet', 'get', 'sick', 'complet', 'wipe', 'yesterday', 'slept', 'finish', 'deadlin', 'afternoon', 'hope', 'back', 'normal', 'today', 'still', 'worth', 'obvious']","['monday', 'didneet', 'get', 'sick', 'completely', 'wipe', 'yesterday', 'slept', 'finished', 'deadline', 'afternoon', 'hoping', 'back', 'normal', 'today', 'still', 'worth', 'obviously']"
524,"#SriLanka's senior medical experts have stated that the #Chinese vaccine Sinopharm,  should not be used due to insufficient data provided to make a determination on the safety, efficacy and immunogenicity of #Sinopharm vaccine

https://t.co/NgSChjhI31 https://t.co/c44w9kTfjn",0," senior medical experts have stated that the  vaccine sinopharm  should not be used due to insufficient data provided to make a determination on the safety efficacy and immunogenicity of  vaccine

 ","['senior', 'medical', 'experts', 'have', 'stated', 'that', 'the', 'vaccine', 'sinopharm', 'should', 'not', 'be', 'used', 'due', 'to', 'insufficient', 'data', 'provided', 'to', 'make', 'a', 'determination', 'on', 'the', 'safety', 'efficacy', 'and', 'immunogenicity', 'of', 'vaccine']","['senior', 'medical', 'experts', 'stated', 'vaccine', 'sinopharm', 'used', 'due', 'insufficient', 'data', 'provided', 'make', 'determination', 'safety', 'efficacy', 'immunogenicity', 'vaccine']","['senior', 'medic', 'expert', 'state', 'vaccin', 'sinopharm', 'use', 'due', 'insuffici', 'data', 'provid', 'make', 'determin', 'safeti', 'efficaci', 'immunogen', 'vaccin']","['senior', 'medical', 'expert', 'stated', 'vaccine', 'sinopharm', 'used', 'due', 'insufficient', 'data', 'provided', 'make', 'determination', 'safety', 'efficacy', 'immunogenicity', 'vaccine']"
525,"@CPHO_Canada Canada has not approved Sputnik V, why not? #SputnikV is now the world's second most popular #COVID19 #vaccination in terms of regulatory approvals. Doug Ford and Trudeau prefer #lockdown destroy life hope business https://t.co/Al8FbZinrQ",1, canada has not approved sputnik v why not  is now the worlds second most popular   in terms of regulatory approvals doug ford and trudeau prefer  destroy life hope business ,"['canada', 'has', 'not', 'approved', 'sputnik', 'v', 'why', 'not', 'is', 'now', 'the', 'worlds', 'second', 'most', 'popular', 'in', 'terms', 'of', 'regulatory', 'approvals', 'doug', 'ford', 'and', 'trudeau', 'prefer', 'destroy', 'life', 'hope', 'business']","['canada', 'approved', 'sputnik', 'v', 'worlds', 'second', 'popular', 'terms', 'regulatory', 'approvals', 'doug', 'ford', 'trudeau', 'prefer', 'destroy', 'life', 'hope', 'business']","['canada', 'approv', 'sputnik', 'v', 'world', 'second', 'popular', 'term', 'regulatori', 'approv', 'doug', 'ford', 'trudeau', 'prefer', 'destroy', 'life', 'hope', 'busi']","['canada', 'approved', 'sputnik', 'v', 'world', 'second', 'popular', 'term', 'regulatory', 'approval', 'doug', 'ford', 'trudeau', 'prefer', 'destroy', 'life', 'hope', 'business']"
526,"@Reuters @AstraZeneca issue needs transparency all round, calmness is not enough. If its not fit for purpose anymore, people must be told &amp; proper next steps taken. Definitely #COVAX facility is on the ropes as far as Africa is concerned. Review - @sputnikvaccine #sinovac &amp; other vaccines",0,  issue needs transparency all round calmness is not enough if its not fit for purpose anymore people must be told amp proper next steps taken definitely  facility is on the ropes as far as africa is concerned review    amp other vaccines,"['issue', 'needs', 'transparency', 'all', 'round', 'calmness', 'is', 'not', 'enough', 'if', 'its', 'not', 'fit', 'for', 'purpose', 'anymore', 'people', 'must', 'be', 'told', 'amp', 'proper', 'next', 'steps', 'taken', 'definitely', 'facility', 'is', 'on', 'the', 'ropes', 'as', 'far', 'as', 'africa', 'is', 'concerned', 'review', 'amp', 'other', 'vaccines']","['issue', 'needs', 'transparency', 'round', 'calmness', 'enough', 'fit', 'purpose', 'anymore', 'people', 'must', 'told', 'amp', 'proper', 'next', 'steps', 'taken', 'definitely', 'facility', 'ropes', 'far', 'africa', 'concerned', 'review', 'amp', 'vaccines']","['issu', 'need', 'transpar', 'round', 'calm', 'enough', 'fit', 'purpos', 'anymor', 'peopl', 'must', 'told', 'amp', 'proper', 'next', 'step', 'taken', 'definit', 'facil', 'rope', 'far', 'africa', 'concern', 'review', 'amp', 'vaccin']","['issue', 'need', 'transparency', 'round', 'calmness', 'enough', 'fit', 'purpose', 'anymore', 'people', 'must', 'told', 'amp', 'proper', 'next', 'step', 'taken', 'definitely', 'facility', 'rope', 'far', 'africa', 'concerned', 'review', 'amp', 'vaccine']"
